geography,Ethnic Group,Religion,area code,area name,Counts
DN - Doncaster,Black/African/Caribbean/Black British, All categories: Religion,DN , Doncaster,3617
DT - Dorchester,Black/African/Caribbean/Black British, All categories: Religion,DT , Dorchester,598
DY - Dudley,Black/African/Caribbean/Black British, All categories: Religion,DY , Dudley,5608
E - London E,Black/African/Caribbean/Black British, All categories: Religion,E , London E,162750
EC - London EC,Black/African/Caribbean/Black British, All categories: Religion,EC , London EC,2878
EN - Enfield,Black/African/Caribbean/Black British, All categories: Religion,EN , Enfield,29847
EX - Exeter,Black/African/Caribbean/Black British, All categories: Religion,EX , Exeter,1171
FY - Blackpool,Black/African/Caribbean/Black British, All categories: Religion,FY , Blackpool,539
GL - Gloucester,Black/African/Caribbean/Black British, All categories: Religion,GL , Gloucester,5180
GU - Guildford,Black/African/Caribbean/Black British, All categories: Religion,GU , Guildford,7322
HA - Harrow,Black/African/Caribbean/Black British, All categories: Religion,HA , Harrow,42932
HD - Huddersfield,Black/African/Caribbean/Black British, All categories: Religion,HD , Huddersfield,7220
HG - Harrogate,Black/African/Caribbean/Black British, All categories: Religion,HG , Harrogate,1105
HP - Hemel Hempstead,Black/African/Caribbean/Black British, All categories: Religion,HP , Hemel Hempstead,11980
HR - Hereford,Black/African/Caribbean/Black British, All categories: Religion,HR , Hereford,323
HU - Hull,Black/African/Caribbean/Black British, All categories: Religion,HU , Hull,3370
HX - Halifax,Black/African/Caribbean/Black British, All categories: Religion,HX , Halifax,731
IG - Ilford,Black/African/Caribbean/Black British, All categories: Religion,IG , Ilford,33836
IP - Ipswich,Black/African/Caribbean/Black British, All categories: Religion,IP , Ipswich,6078
KT - Kingston upon Thames,Black/African/Caribbean/Black British, All categories: Religion,KT , Kingston upon Thames,7767
L - Liverpool,Black/African/Caribbean/Black British, All categories: Religion,L , Liverpool,13381
LA - Lancaster,Black/African/Caribbean/Black British, All categories: Religion,LA , Lancaster,914
LE - Leicester,Black/African/Caribbean/Black British, All categories: Religion,LE , Leicester,24609
LN - Lincoln,Black/African/Caribbean/Black British, All categories: Religion,LN , Lincoln,1183
LS - Leeds,Black/African/Caribbean/Black British, All categories: Religion,LS , Leeds,25871
LU - Luton,Black/African/Caribbean/Black British, All categories: Religion,LU , Luton,22414
M - Manchester,Black/African/Caribbean/Black British, All categories: Religion,M , Manchester,59227
ME - Medway,Black/African/Caribbean/Black British, All categories: Religion,ME , Medway,9680
MK - Milton Keynes,Black/African/Caribbean/Black British, All categories: Religion,MK , Milton Keynes,24369
N - London N,Black/African/Caribbean/Black British, All categories: Religion,N , London N,130026
NE - Newcastle upon Tyne,Black/African/Caribbean/Black British, All categories: Religion,NE , Newcastle upon Tyne,7819
NG - Nottingham,Black/African/Caribbean/Black British, All categories: Religion,NG , Nottingham,27599
NN - Northampton,Black/African/Caribbean/Black British, All categories: Religion,NN , Northampton,16630
NR - Norwich,Black/African/Caribbean/Black British, All categories: Religion,NR , Norwich,3912
NW - London NW,Black/African/Caribbean/Black British, All categories: Religion,NW , London NW,73360
OL - Oldham,Black/African/Caribbean/Black British, All categories: Religion,OL , Oldham,5275
OX - Oxford,Black/African/Caribbean/Black British, All categories: Religion,OX , Oxford,11184
PE - Peterborough,Black/African/Caribbean/Black British, All categories: Religion,PE , Peterborough,7789
PL - Plymouth,Black/African/Caribbean/Black British, All categories: Religion,PL , Plymouth,2046
PO - Portsmouth,Black/African/Caribbean/Black British, All categories: Religion,PO , Portsmouth,6077
PR - Preston,Black/African/Caribbean/Black British, All categories: Religion,PR , Preston,2799
RG - Reading,Black/African/Caribbean/Black British, All categories: Religion,RG , Reading,18110
RH - Redhill,Black/African/Caribbean/Black British, All categories: Religion,RH , Redhill,6656
RM - Romford,Black/African/Caribbean/Black British, All categories: Religion,RM , Romford,51256
S - Sheffield,Black/African/Caribbean/Black British, All categories: Religion,S , Sheffield,24862
SE - London SE,Black/African/Caribbean/Black British, All categories: Religion,SE , London SE,246402
SG - Stevenage,Black/African/Caribbean/Black British, All categories: Religion,SG , Stevenage,6576
SK - Stockport,Black/African/Caribbean/Black British, All categories: Religion,SK , Stockport,3169
SL - Slough,Black/African/Caribbean/Black British, All categories: Religion,SL , Slough,14641
SM - Sutton,Black/African/Caribbean/Black British, All categories: Religion,SM , Sutton,10237
SN - Swindon,Black/African/Caribbean/Black British, All categories: Religion,SN , Swindon,4099
SO - Southampton,Black/African/Caribbean/Black British, All categories: Religion,SO , Southampton,6866
SP - Salisbury,Black/African/Caribbean/Black British, All categories: Religion,SP , Salisbury,1841
SR - Sunderland,Black/African/Caribbean/Black British, All categories: Religion,SR , Sunderland,1083
SS - Southend-on-Sea,Black/African/Caribbean/Black British, All categories: Religion,SS , Southend-on-Sea,9744
ST - Stoke-on-Trent,Black/African/Caribbean/Black British, All categories: Religion,ST , Stoke-on-Trent,5928
SW - London SW,Black/African/Caribbean/Black British, All categories: Religion,SW , London SW,110624
SY - Shrewsbury,Black/African/Caribbean/Black British, All categories: Religion,SY , Shrewsbury,684
TA - Taunton,Black/African/Caribbean/Black British, All categories: Religion,TA , Taunton,570
TD - Galashiels,Black/African/Caribbean/Black British, All categories: Religion,TD , Galashiels,27
TF - Telford,Black/African/Caribbean/Black British, All categories: Religion,TF , Telford,1886
TN - Tonbridge,Black/African/Caribbean/Black British, All categories: Religion,TN , Tonbridge,4146
TQ - Torquay,Black/African/Caribbean/Black British, All categories: Religion,TQ , Torquay,427
TR - Truro,Black/African/Caribbean/Black British, All categories: Religion,TR , Truro,461
TS - Cleveland,Black/African/Caribbean/Black British, All categories: Religion,TS , Cleveland,3193
TW - Twickenham,Black/African/Caribbean/Black British, All categories: Religion,TW , Twickenham,18910
UB - Southall,Black/African/Caribbean/Black British, All categories: Religion,UB , Southall,39536
W - London W,Black/African/Caribbean/Black British, All categories: Religion,W , London W,51865
WA - Warrington,Black/African/Caribbean/Black British, All categories: Religion,WA , Warrington,1848
WC - London WC,Black/African/Caribbean/Black British, All categories: Religion,WC , London WC,2969
WD - Watford,Black/African/Caribbean/Black British, All categories: Religion,WD , Watford,10193
WF - Wakefield,Black/African/Caribbean/Black British, All categories: Religion,WF , Wakefield,3354
WN - Wigan,Black/African/Caribbean/Black British, All categories: Religion,WN , Wigan,1315
WR - Worcester,Black/African/Caribbean/Black British, All categories: Religion,WR , Worcester,849
WS - Walsall,Black/African/Caribbean/Black British, All categories: Religion,WS , Walsall,7066
WV - Wolverhampton,Black/African/Caribbean/Black British, All categories: Religion,WV , Wolverhampton,18877
YO - York,Black/African/Caribbean/Black British, All categories: Religion,YO , York,1887
CF - Cardiff,Black/African/Caribbean/Black British, All categories: Religion,CF , Cardiff,10621
LD - Llandrindod Wells,Black/African/Caribbean/Black British, All categories: Religion,LD , Llandrindod Wells,51
LL - Llandudno,Black/African/Caribbean/Black British, All categories: Religion,LL , Llandudno,1358
NP - Newport,Black/African/Caribbean/Black British, All categories: Religion,NP , Newport,3089
SA - Swansea,Black/African/Caribbean/Black British, All categories: Religion,SA , Swansea,2827
AL - St Albans,Black/African/Caribbean/Black British, Christian,AL , St Albans,5974
B - Birmingham,Black/African/Caribbean/Black British, Christian,B , Birmingham,74640
BA - Bath,Black/African/Caribbean/Black British, Christian,BA , Bath,1726
BB - Blackburn,Black/African/Caribbean/Black British, Christian,BB , Blackburn,1100
BD - Bradford,Black/African/Caribbean/Black British, Christian,BD , Bradford,6987
BH - Bournemouth,Black/African/Caribbean/Black British, Christian,BH , Bournemouth,1961
BL - Bolton,Black/African/Caribbean/Black British, Christian,BL , Bolton,3356
BN - Brighton,Black/African/Caribbean/Black British, Christian,BN , Brighton,4767
BR - Bromley,Black/African/Caribbean/Black British, Christian,BR , Bromley,12949
BS - Bristol,Black/African/Caribbean/Black British, Christian,BS , Bristol,13057
CA - Carlisle,Black/African/Caribbean/Black British, Christian,CA , Carlisle,218
CB - Cambridge,Black/African/Caribbean/Black British, Christian,CB , Cambridge,3444
CH - Chester,Black/African/Caribbean/Black British, Christian,CH , Chester,1170
CM - Chelmsford,Black/African/Caribbean/Black British, Christian,CM , Chelmsford,6855
CO - Colchester,Black/African/Caribbean/Black British, Christian,CO , Colchester,2707
CR - Croydon,Black/African/Caribbean/Black British, Christian,CR , Croydon,52464
CT - Canterbury,Black/African/Caribbean/Black British, Christian,CT , Canterbury,2853
CV - Coventry,Black/African/Caribbean/Black British, Christian,CV , Coventry,15629
CW - Crewe,Black/African/Caribbean/Black British, Christian,CW , Crewe,741
DA - Dartford,Black/African/Caribbean/Black British, Christian,DA , Dartford,18406
DE - Derby,Black/African/Caribbean/Black British, Christian,DE , Derby,6866
DH - Durham,Black/African/Caribbean/Black British, Christian,DH , Durham,442
DL - Darlington,Black/African/Caribbean/Black British, Christian,DL , Darlington,895
DN - Doncaster,Black/African/Caribbean/Black British, Christian,DN , Doncaster,2654
DT - Dorchester,Black/African/Caribbean/Black British, Christian,DT , Dorchester,408
DY - Dudley,Black/African/Caribbean/Black British, Christian,DY , Dudley,4275
E - London E,Black/African/Caribbean/Black British, Christian,E , London E,109186
EC - London EC,Black/African/Caribbean/Black British, Christian,EC , London EC,1576
EN - Enfield,Black/African/Caribbean/Black British, Christian,EN , Enfield,22615
EX - Exeter,Black/African/Caribbean/Black British, Christian,EX , Exeter,833
FY - Blackpool,Black/African/Caribbean/Black British, Christian,FY , Blackpool,373
GL - Gloucester,Black/African/Caribbean/Black British, Christian,GL , Gloucester,3856
GU - Guildford,Black/African/Caribbean/Black British, Christian,GU , Guildford,5826
HA - Harrow,Black/African/Caribbean/Black British, Christian,HA , Harrow,28104
HD - Huddersfield,Black/African/Caribbean/Black British, Christian,HD , Huddersfield,5420
HG - Harrogate,Black/African/Caribbean/Black British, Christian,HG , Harrogate,829
HP - Hemel Hempstead,Black/African/Caribbean/Black British, Christian,HP , Hemel Hempstead,9287
HR - Hereford,Black/African/Caribbean/Black British, Christian,HR , Hereford,221
HU - Hull,Black/African/Caribbean/Black British, Christian,HU , Hull,2512
HX - Halifax,Black/African/Caribbean/Black British, Christian,HX , Halifax,521
IG - Ilford,Black/African/Caribbean/Black British, Christian,IG , Ilford,23963
IP - Ipswich,Black/African/Caribbean/Black British, Christian,IP , Ipswich,4339
KT - Kingston upon Thames,Black/African/Caribbean/Black British, Christian,KT , Kingston upon Thames,5943
L - Liverpool,Black/African/Caribbean/Black British, Christian,L , Liverpool,8942
LA - Lancaster,Black/African/Caribbean/Black British, Christian,LA , Lancaster,739
LE - Leicester,Black/African/Caribbean/Black British, Christian,LE , Leicester,14237
LN - Lincoln,Black/African/Caribbean/Black British, Christian,LN , Lincoln,915
LS - Leeds,Black/African/Caribbean/Black British, Christian,LS , Leeds,18951
LU - Luton,Black/African/Caribbean/Black British, Christian,LU , Luton,17535
M - Manchester,Black/African/Caribbean/Black British, Christian,M , Manchester,40073
ME - Medway,Black/African/Caribbean/Black British, Christian,ME , Medway,7900
MK - Milton Keynes,Black/African/Caribbean/Black British, Christian,MK , Milton Keynes,18033
N - London N,Black/African/Caribbean/Black British, Christian,N , London N,85829
NE - Newcastle upon Tyne,Black/African/Caribbean/Black British, Christian,NE , Newcastle upon Tyne,5926
NG - Nottingham,Black/African/Caribbean/Black British, Christian,NG , Nottingham,19395
NN - Northampton,Black/African/Caribbean/Black British, Christian,NN , Northampton,11893
NR - Norwich,Black/African/Caribbean/Black British, Christian,NR , Norwich,2831
NW - London NW,Black/African/Caribbean/Black British, Christian,NW , London NW,42561
OL - Oldham,Black/African/Caribbean/Black British, Christian,OL , Oldham,3940
OX - Oxford,Black/African/Caribbean/Black British, Christian,OX , Oxford,8134
PE - Peterborough,Black/African/Caribbean/Black British, Christian,PE , Peterborough,5831
PL - Plymouth,Black/African/Caribbean/Black British, Christian,PL , Plymouth,1503
PO - Portsmouth,Black/African/Caribbean/Black British, Christian,PO , Portsmouth,4581
PR - Preston,Black/African/Caribbean/Black British, Christian,PR , Preston,2185
RG - Reading,Black/African/Caribbean/Black British, Christian,RG , Reading,13949
RH - Redhill,Black/African/Caribbean/Black British, Christian,RH , Redhill,4982
RM - Romford,Black/African/Caribbean/Black British, Christian,RM , Romford,42991
S - Sheffield,Black/African/Caribbean/Black British, Christian,S , Sheffield,15160
SE - London SE,Black/African/Caribbean/Black British, Christian,SE , London SE,179147
SG - Stevenage,Black/African/Caribbean/Black British, Christian,SG , Stevenage,5276
SK - Stockport,Black/African/Caribbean/Black British, Christian,SK , Stockport,2421
SL - Slough,Black/African/Caribbean/Black British, Christian,SL , Slough,9443
SM - Sutton,Black/African/Caribbean/Black British, Christian,SM , Sutton,8332
SN - Swindon,Black/African/Caribbean/Black British, Christian,SN , Swindon,3225
SO - Southampton,Black/African/Caribbean/Black British, Christian,SO , Southampton,4976
SP - Salisbury,Black/African/Caribbean/Black British, Christian,SP , Salisbury,1493
SR - Sunderland,Black/African/Caribbean/Black British, Christian,SR , Sunderland,901
SS - Southend-on-Sea,Black/African/Caribbean/Black British, Christian,SS , Southend-on-Sea,8075
ST - Stoke-on-Trent,Black/African/Caribbean/Black British, Christian,ST , Stoke-on-Trent,4330
SW - London SW,Black/African/Caribbean/Black British, Christian,SW , London SW,73176
SY - Shrewsbury,Black/African/Caribbean/Black British, Christian,SY , Shrewsbury,484
TA - Taunton,Black/African/Caribbean/Black British, Christian,TA , Taunton,445
TD - Galashiels,Black/African/Caribbean/Black British, Christian,TD , Galashiels,21
TF - Telford,Black/African/Caribbean/Black British, Christian,TF , Telford,1481
TN - Tonbridge,Black/African/Caribbean/Black British, Christian,TN , Tonbridge,3206
TQ - Torquay,Black/African/Caribbean/Black British, Christian,TQ , Torquay,291
TR - Truro,Black/African/Caribbean/Black British, Christian,TR , Truro,322
TS - Cleveland,Black/African/Caribbean/Black British, Christian,TS , Cleveland,2296
TW - Twickenham,Black/African/Caribbean/Black British, Christian,TW , Twickenham,11295
UB - Southall,Black/African/Caribbean/Black British, Christian,UB , Southall,21077
W - London W,Black/African/Caribbean/Black British, Christian,W , London W,28814
WA - Warrington,Black/African/Caribbean/Black British, Christian,WA , Warrington,1438
WC - London WC,Black/African/Caribbean/Black British, Christian,WC , London WC,1324
WD - Watford,Black/African/Caribbean/Black British, Christian,WD , Watford,8346
WF - Wakefield,Black/African/Caribbean/Black British, Christian,WF , Wakefield,2478
WN - Wigan,Black/African/Caribbean/Black British, Christian,WN , Wigan,1077
WR - Worcester,Black/African/Caribbean/Black British, Christian,WR , Worcester,631
WS - Walsall,Black/African/Caribbean/Black British, Christian,WS , Walsall,5460
WV - Wolverhampton,Black/African/Caribbean/Black British, Christian,WV , Wolverhampton,14217
YO - York,Black/African/Caribbean/Black British, Christian,YO , York,1323
CF - Cardiff,Black/African/Caribbean/Black British, Christian,CF , Cardiff,5446
LD - Llandrindod Wells,Black/African/Caribbean/Black British, Christian,LD , Llandrindod Wells,38
